SampleName	BatchID	SampleID	Concentration	splitData	BackGround	Baffle	has_hash	exclude	exclude_reason
batch-2025-12-03_2_bgl1050_9	batch-2025-12-03_2_bgl1050	9	76.98	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_10	batch-2025-12-03_2_bgl1050	10	16.36	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_11	batch-2025-12-03_2_bgl1050	11	16.58	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_12	batch-2025-12-03_2_bgl1050	12	16.42	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_13	batch-2025-12-03_2_bgl1050	13	76.21	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_14	batch-2025-12-03_2_bgl1050	14	73.29	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_15	batch-2025-12-03_2_bgl1050	15	74.21	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_16	batch-2025-12-03_2_bgl1050	16	78.15	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_17	batch-2025-12-03_2_bgl1050	17	80.56	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_18	batch-2025-12-03_2_bgl1050	18	86.65	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_19	batch-2025-12-03_2_bgl1050	19	86.6	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_20	batch-2025-12-03_2_bgl1050	20	89.97	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_21	batch-2025-12-03_2_bgl1050	21	88.8	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_22	batch-2025-12-03_2_bgl1050	22	94.43	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1050_23	batch-2025-12-03_2_bgl1050	23	94.32	train_set	bgl1050	no	0	0	
batch-2025-12-03_2_bgl1100_1	batch-2025-12-03_2_bgl1100	1	69.86	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_2	batch-2025-12-03_2_bgl1100	2	70.78	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_3	batch-2025-12-03_2_bgl1100	3	71.35	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_4	batch-2025-12-03_2_bgl1100	4	90.95	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_5	batch-2025-12-03_2_bgl1100	5	75.13	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_6	batch-2025-12-03_2_bgl1100	6	72.63	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_7	batch-2025-12-03_2_bgl1100	7	78.36	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_8	batch-2025-12-03_2_bgl1100	8	72.57	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_9	batch-2025-12-03_2_bgl1100	9	76.98	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_10	batch-2025-12-03_2_bgl1100	10	16.36	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_11	batch-2025-12-03_2_bgl1100	11	16.58	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_12	batch-2025-12-03_2_bgl1100	12	16.42	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_13	batch-2025-12-03_2_bgl1100	13	76.21	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_14	batch-2025-12-03_2_bgl1100	14	73.29	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_15	batch-2025-12-03_2_bgl1100	15	74.21	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_16	batch-2025-12-03_2_bgl1100	16	78.15	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_17	batch-2025-12-03_2_bgl1100	17	80.56	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_18	batch-2025-12-03_2_bgl1100	18	86.65	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_19	batch-2025-12-03_2_bgl1100	19	86.6	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_20	batch-2025-12-03_2_bgl1100	20	89.97	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_21	batch-2025-12-03_2_bgl1100	21	88.8	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_22	batch-2025-12-03_2_bgl1100	22	94.43	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_23	batch-2025-12-03_2_bgl1100	23	94.32	train_set	bgl1100	no	0	0	
batch-2025-12-03_2_bgl1100_Baffle_1	batch-2025-12-03_2_bgl1100_Baffle	1	69.86	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_2	batch-2025-12-03_2_bgl1100_Baffle	2	70.78	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_3	batch-2025-12-03_2_bgl1100_Baffle	3	71.35	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_4	batch-2025-12-03_2_bgl1100_Baffle	4	90.95	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_5	batch-2025-12-03_2_bgl1100_Baffle	5	75.13	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_6	batch-2025-12-03_2_bgl1100_Baffle	6	72.63	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_7	batch-2025-12-03_2_bgl1100_Baffle	7	78.36	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_8	batch-2025-12-03_2_bgl1100_Baffle	8	72.57	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_9	batch-2025-12-03_2_bgl1100_Baffle	9	76.98	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_10	batch-2025-12-03_2_bgl1100_Baffle	10	16.36	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_11	batch-2025-12-03_2_bgl1100_Baffle	11	16.58	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_12	batch-2025-12-03_2_bgl1100_Baffle	12	16.42	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_13	batch-2025-12-03_2_bgl1100_Baffle	13	76.21	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_14	batch-2025-12-03_2_bgl1100_Baffle	14	73.29	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_15	batch-2025-12-03_2_bgl1100_Baffle	15	74.21	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_16	batch-2025-12-03_2_bgl1100_Baffle	16	78.15	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_17	batch-2025-12-03_2_bgl1100_Baffle	17	80.56	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_18	batch-2025-12-03_2_bgl1100_Baffle	18	86.65	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_19	batch-2025-12-03_2_bgl1100_Baffle	19	86.6	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_20	batch-2025-12-03_2_bgl1100_Baffle	20	89.97	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_21	batch-2025-12-03_2_bgl1100_Baffle	21	88.8	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_22	batch-2025-12-03_2_bgl1100_Baffle	22	94.43	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1100_Baffle_23	batch-2025-12-03_2_bgl1100_Baffle	23	94.32	train_set	bgl1100	yes	0	0	
batch-2025-12-03_2_bgl1120_1	batch-2025-12-03_2_bgl1120	1	69.86	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_2	batch-2025-12-03_2_bgl1120	2	70.78	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_3	batch-2025-12-03_2_bgl1120	3	71.35	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_4	batch-2025-12-03_2_bgl1120	4	90.95	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_5	batch-2025-12-03_2_bgl1120	5	75.13	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_6	batch-2025-12-03_2_bgl1120	6	72.63	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_7	batch-2025-12-03_2_bgl1120	7	78.36	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_8	batch-2025-12-03_2_bgl1120	8	72.57	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_9	batch-2025-12-03_2_bgl1120	9	76.98	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_10	batch-2025-12-03_2_bgl1120	10	16.36	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_11	batch-2025-12-03_2_bgl1120	11	16.58	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_12	batch-2025-12-03_2_bgl1120	12	16.42	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_13	batch-2025-12-03_2_bgl1120	13	76.21	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_14	batch-2025-12-03_2_bgl1120	14	73.29	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_15	batch-2025-12-03_2_bgl1120	15	74.21	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_16	batch-2025-12-03_2_bgl1120	16	78.15	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_17	batch-2025-12-03_2_bgl1120	17	80.56	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_18	batch-2025-12-03_2_bgl1120	18	86.65	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_19	batch-2025-12-03_2_bgl1120	19	86.6	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_20	batch-2025-12-03_2_bgl1120	20	89.97	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_21	batch-2025-12-03_2_bgl1120	21	88.8	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_22	batch-2025-12-03_2_bgl1120	22	94.43	train_set	bgl1120	no	0	0	
batch-2025-12-03_2_bgl1120_23	batch-2025-12-03_2_bgl1120	23	94.32	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1050_1	batch-2025-12-04_3_bgl1050	1	282.42	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_2	batch-2025-12-04_3_bgl1050	2	293.51	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_3	batch-2025-12-04_3_bgl1050	3	278.1	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_4	batch-2025-12-04_3_bgl1050	4	286.21	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_5	batch-2025-12-04_3_bgl1050	5	194.0	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_6	batch-2025-12-04_3_bgl1050	6	273.5	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_7	batch-2025-12-04_3_bgl1050	7	499.3	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_8	batch-2025-12-04_3_bgl1050	8	502.54	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_9	batch-2025-12-04_3_bgl1050	9	607.73	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_11	batch-2025-12-04_3_bgl1050	11	343.81	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_12	batch-2025-12-04_3_bgl1050	12	313.52	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_13	batch-2025-12-04_3_bgl1050	13	406.0	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_14	batch-2025-12-04_3_bgl1050	14	396.81	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_15	batch-2025-12-04_3_bgl1050	15	538.24	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_16	batch-2025-12-04_3_bgl1050	16	468.2	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_17	batch-2025-12-04_3_bgl1050	17	469.55	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_18	batch-2025-12-04_3_bgl1050	18	527.15	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_19	batch-2025-12-04_3_bgl1050	19	523.9	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_20	batch-2025-12-04_3_bgl1050	20	494.7	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_21	batch-2025-12-04_3_bgl1050	21	628.02	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_22	batch-2025-12-04_3_bgl1050	22	623.69	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1050_23	batch-2025-12-04_3_bgl1050	23	633.42	train_set	bgl1050	no	0	0	
batch-2025-12-04_3_bgl1100_1	batch-2025-12-04_3_bgl1100	1	282.42	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_2	batch-2025-12-04_3_bgl1100	2	293.51	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_3	batch-2025-12-04_3_bgl1100	3	278.1	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_4	batch-2025-12-04_3_bgl1100	4	286.21	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_5	batch-2025-12-04_3_bgl1100	5	194.0	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_6	batch-2025-12-04_3_bgl1100	6	273.5	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_7	batch-2025-12-04_3_bgl1100	7	499.3	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_8	batch-2025-12-04_3_bgl1100	8	502.54	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_9	batch-2025-12-04_3_bgl1100	9	607.73	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_11	batch-2025-12-04_3_bgl1100	11	343.81	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_12	batch-2025-12-04_3_bgl1100	12	313.52	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_13	batch-2025-12-04_3_bgl1100	13	406.0	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_14	batch-2025-12-04_3_bgl1100	14	396.81	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_15	batch-2025-12-04_3_bgl1100	15	538.24	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_16	batch-2025-12-04_3_bgl1100	16	468.2	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_17	batch-2025-12-04_3_bgl1100	17	469.55	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_18	batch-2025-12-04_3_bgl1100	18	527.15	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_19	batch-2025-12-04_3_bgl1100	19	523.9	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_20	batch-2025-12-04_3_bgl1100	20	494.7	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_21	batch-2025-12-04_3_bgl1100	21	628.02	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_22	batch-2025-12-04_3_bgl1100	22	623.69	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_23	batch-2025-12-04_3_bgl1100	23	633.42	train_set	bgl1100	no	0	0	
batch-2025-12-04_3_bgl1100_Baffle_1	batch-2025-12-04_3_bgl1100_Baffle	1	282.42	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_2	batch-2025-12-04_3_bgl1100_Baffle	2	293.51	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_3	batch-2025-12-04_3_bgl1100_Baffle	3	278.1	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_4	batch-2025-12-04_3_bgl1100_Baffle	4	286.21	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_5	batch-2025-12-04_3_bgl1100_Baffle	5	194.0	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_6	batch-2025-12-04_3_bgl1100_Baffle	6	273.5	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_7	batch-2025-12-04_3_bgl1100_Baffle	7	499.3	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_8	batch-2025-12-04_3_bgl1100_Baffle	8	502.54	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_9	batch-2025-12-04_3_bgl1100_Baffle	9	607.73	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_11	batch-2025-12-04_3_bgl1100_Baffle	11	343.81	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_12	batch-2025-12-04_3_bgl1100_Baffle	12	313.52	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_13	batch-2025-12-04_3_bgl1100_Baffle	13	406.0	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_14	batch-2025-12-04_3_bgl1100_Baffle	14	396.81	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_15	batch-2025-12-04_3_bgl1100_Baffle	15	538.24	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_16	batch-2025-12-04_3_bgl1100_Baffle	16	468.2	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_17	batch-2025-12-04_3_bgl1100_Baffle	17	469.55	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_18	batch-2025-12-04_3_bgl1100_Baffle	18	527.15	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_19	batch-2025-12-04_3_bgl1100_Baffle	19	523.9	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_20	batch-2025-12-04_3_bgl1100_Baffle	20	494.7	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_21	batch-2025-12-04_3_bgl1100_Baffle	21	628.02	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_22	batch-2025-12-04_3_bgl1100_Baffle	22	623.69	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1100_Baffle_23	batch-2025-12-04_3_bgl1100_Baffle	23	633.42	train_set	bgl1100	yes	0	0	
batch-2025-12-04_3_bgl1120_1	batch-2025-12-04_3_bgl1120	1	282.42	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_2	batch-2025-12-04_3_bgl1120	2	293.51	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_3	batch-2025-12-04_3_bgl1120	3	278.1	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_4	batch-2025-12-04_3_bgl1120	4	286.21	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_5	batch-2025-12-04_3_bgl1120	5	194.0	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_6	batch-2025-12-04_3_bgl1120	6	273.5	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_7	batch-2025-12-04_3_bgl1120	7	499.3	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_8	batch-2025-12-04_3_bgl1120	8	502.54	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_9	batch-2025-12-04_3_bgl1120	9	607.73	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_11	batch-2025-12-04_3_bgl1120	11	343.81	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_12	batch-2025-12-04_3_bgl1120	12	313.52	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_13	batch-2025-12-04_3_bgl1120	13	406.0	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_14	batch-2025-12-04_3_bgl1120	14	396.81	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_15	batch-2025-12-04_3_bgl1120	15	538.24	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_16	batch-2025-12-04_3_bgl1120	16	468.2	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_17	batch-2025-12-04_3_bgl1120	17	469.55	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_18	batch-2025-12-04_3_bgl1120	18	527.15	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_19	batch-2025-12-04_3_bgl1120	19	523.9	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_20	batch-2025-12-04_3_bgl1120	20	494.7	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_21	batch-2025-12-04_3_bgl1120	21	628.02	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_22	batch-2025-12-04_3_bgl1120	22	623.69	train_set	bgl1120	no	0	0	
batch-2025-12-04_3_bgl1120_23	batch-2025-12-04_3_bgl1120	23	633.42	train_set	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1050_1	batch-2025-12-04_4_bgl1050	1	578.91	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_2	batch-2025-12-04_4_bgl1050	2	530.77	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_3	batch-2025-12-04_4_bgl1050	3	538.35	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_4	batch-2025-12-04_4_bgl1050	4	513.47	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_5	batch-2025-12-04_4_bgl1050	5	571.88	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_6	batch-2025-12-04_4_bgl1050	6	645.43	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_7	batch-2025-12-04_4_bgl1050	7	612.98	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_8	batch-2025-12-04_4_bgl1050	8	660.03	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_9	batch-2025-12-04_4_bgl1050	9	645.97	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_10	batch-2025-12-04_4_bgl1050	10	611.36	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_11	batch-2025-12-04_4_bgl1050	11	643.81	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_12	batch-2025-12-04_4_bgl1050	12	650.84	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_13	batch-2025-12-04_4_bgl1050	13	742.78	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_14	batch-2025-12-04_4_bgl1050	14	739.53	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_15	batch-2025-12-04_4_bgl1050	15	733.04	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_16	batch-2025-12-04_4_bgl1050	16	824.99	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_17	batch-2025-12-04_4_bgl1050	17	842.83	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_18	batch-2025-12-04_4_bgl1050	18	898.0	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_19	batch-2025-12-04_4_bgl1050	19	908.82	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_20	batch-2025-12-04_4_bgl1050	20	904.49	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_21	batch-2025-12-04_4_bgl1050	21	855.27	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_22	batch-2025-12-04_4_bgl1050	22	932.07	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1050_23	batch-2025-12-04_4_bgl1050	23	852.57	test_set3	bgl1050	no	0	0	
batch-2025-12-04_4_bgl1100_1	batch-2025-12-04_4_bgl1100	1	578.91	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_2	batch-2025-12-04_4_bgl1100	2	530.77	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_3	batch-2025-12-04_4_bgl1100	3	538.35	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_4	batch-2025-12-04_4_bgl1100	4	513.47	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_5	batch-2025-12-04_4_bgl1100	5	571.88	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_6	batch-2025-12-04_4_bgl1100	6	645.43	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_7	batch-2025-12-04_4_bgl1100	7	612.98	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_8	batch-2025-12-04_4_bgl1100	8	660.03	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_9	batch-2025-12-04_4_bgl1100	9	645.97	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_10	batch-2025-12-04_4_bgl1100	10	611.36	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_11	batch-2025-12-04_4_bgl1100	11	643.81	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_12	batch-2025-12-04_4_bgl1100	12	650.84	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_13	batch-2025-12-04_4_bgl1100	13	742.78	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_14	batch-2025-12-04_4_bgl1100	14	739.53	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_15	batch-2025-12-04_4_bgl1100	15	733.04	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_16	batch-2025-12-04_4_bgl1100	16	824.99	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_17	batch-2025-12-04_4_bgl1100	17	842.83	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_18	batch-2025-12-04_4_bgl1100	18	898.0	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_19	batch-2025-12-04_4_bgl1100	19	908.82	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_20	batch-2025-12-04_4_bgl1100	20	904.49	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_21	batch-2025-12-04_4_bgl1100	21	855.27	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_22	batch-2025-12-04_4_bgl1100	22	932.07	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_23	batch-2025-12-04_4_bgl1100	23	852.57	test_set1	bgl1100	no	0	0	
batch-2025-12-04_4_bgl1100_Baffle_1	batch-2025-12-04_4_bgl1100_Baffle	1	578.91	test_set2	bgl1100	yes	0	0	
